"Family","ScientificName","CommonName","TeleostOrElasmo","Lifestyle","MROriginLocation","MRSampleSize","MRCitation","MRMassGrams","MRTempCelcius","WholeOrganismMRWatts","Amat","Amax","ReproOutput","Rmax","DFtype","MRtype"
"Rajidae","Leucoraja erinacea","Little skate","Elasmo","Benthic","Gulf of Maine",7,"Di Santo, V. (2016). Intraspecific variation in physiological performance of a benthic elasmobranch challenged by ocean acidification and warming.ÊJournal of Experimental Biology,Ê219(11), 1725-1733.",25.5714285714286,15,0.0259283333333333,9.5,18,23,0.366249111181448,"MeanT","MMR"
"Osmeridae","Mallotus villosus","Capelin","Teleost","Pelagic","Barents Sea",3,"Behrens, J. W., Pr¾bel, K., & Steffensen, J. F. (2006). Swimming energetics of the Barents Sea capelin (Mallotus villosus) during the spawning migration period.ÊJournal of Experimental Marine Biology and Ecology,Ê331(2), 208-216.",26.83,5,0.0559468103333333,2.5,6,1506.72560798372,1.41852453493428,"Both","MMR"
"Gadidae","Melanogrammus aeglefinus","Haddock","Teleost","Benthopelagic","Somewhere around Scotland, UK",5,"Tytler (1977), The influence of swimming on performance on the metabolic rate of gadoid fish in: FISH, O. G. (2013, October). Peter Tytler. In Physiology and Behaviour of Marine Organisms: Proceedings of the 12th European Symposium on Marine Biology, Stirling, Scotland, September 1977 (p. 83). Elsevier.",155.9,15,0.244243333333333,2.5,15,245.148561254285,1.5447425463445,"Both","MMR"
"Gadidae","Merlangius merlangus","Whiting","Teleost","Benthopelagic","Northern Oresund, Helsingor",8,"Steinhausen, M. F., Steffensen, J. F., & Andersen, N. G. (2005). Tail beat frequency as a predictor of swimming speed and oxygen consumption of saithe (Pollachius virens) and whiting (Merlangius merlangus) during forced swimming.ÊMarine Biology,Ê148, 197-204.",297,10,0.18681795,2,15,123.409453555582,1.16989703121347,"Both","MMR"
"Sciaenidae","Micropogonias undulatus","Atlantic croaker","Teleost","Benthopelagic","Virginia",15,"Horodysky, A. Z., Brill, R. W., Bushnell, P. G., Musick, J. A., and Latour, R. J. (2011) Comparative metabolic rates of common western North Atlantic Ocean sciaenid fishes. Journal of Fish Biology 79, 235-255",274,25,0.932793333333333,1,17,2.63139932149393,0.95977916607253,"Both","MMR"
"Moronidae","Morone saxatilis","Striped bass","Teleost","Benthopelagic","Cheasapeake Bay",16,"Lapointe, D., Vogelbein, W. K., Fabrizio, M. C., Gauthier, D. T., & Brill, R. W. (2014). Temperature, hypoxia, and mycobacteriosis: effects on adult striped bass Morone saxatilis metabolic performance.ÊDiseases of aquatic organisms,Ê108(2), 113-127.",1300,20,1.37933101234382,5.3,21,168.113962600677,0.562422547756674,"Both","MMR"
"Serranidae","Mycteroperca microlepis","Gag grouper","Teleost","Benthic","Eastern Gulf of Mexico",13,"Kline, R. J. (2004).ÊMETABOLIC RATE OF THE GAG GROUPERÊ(Doctoral dissertation, University of Florida).",1943,30,2.71330389529331,3,30,4.72143361707247,0.34501951674536,"BigN","MMR"
"Serranidae","Mycteroperca microlepis","Gag grouper","Teleost","Benthic","Eastern Gulf of Mexico",13,"Kline, R. J. (2004).ÊMETABOLIC RATE OF THE GAG GROUPERÊ(Doctoral dissertation, University of Florida).",1900,15,1.20956261420904,3,30,4.72143361707247,0.34501951674536,"MeanT","MMR"
"Carcharhinidae","Negaprion brevirostris","Lemon shark","Elasmo","Pelagic","Cape Eulethera, Bahamas",10,"Bouyoucos, I. A., Montgomery, D. W., Brownscombe, J. W., Cooke, S. J., Suski, C. D., Mandelman, J. W., & Brooks, E. J. (2017). Swimming speeds and metabolic rates of semi-captive juvenile lemon sharks (Negaprion brevirostris, Poey) estimated with acceleration biologgers.ÊJournal of Experimental Marine Biology and Ecology,Ê486, 245-254.",1395,29.13,2.174681775,12.7,37,2,0.151797972475082,"BigN","MMR"
"Carcharhinidae","Negaprion brevirostris","Lemon shark","Elasmo","Pelagic","Florida Keys",1,"Bushnell, P. G., Lutz, P. L., & Gruber, S. H. (1989). The metabolic rate of an active, tropical elasmobranch, the lemon shark (Negaprion brevirostris).ÊExp. Biol,Ê48(2).",1050,22,1.324925,12.7,37,2,0.151797972475082,"MeanT","MMR"
"Salmonidae","Oncorhynchus gorbuscha","Pink salmon","Teleost","Pelagic","Harrison River BC, Canada",8,"Clark, T. D., Jeffries, K. M., Hinch, S. G., & Farrell, A. P. (2011). Exceptional aerobic scope and cardiovascular performance of pink salmon (Oncorhynchus gorbuscha) may underlie resilience in a warming climate. The Journal of Experimental Biology, 214(18), 3074-3081.",1600,15,6.3168,2,3,223.06625670706,1.03421106681648,"Both","MMR"
"Salmonidae","Oncorhynchus nerka","Sockeye salmon","Teleost","Pelagic","(Lower) Adams River Stock",15,"Steinhausen et al 2008",2550,15,7.0008568938,4,5,1526.46979920507,0.85252476725294,"Both","MMR"
"Sparidae","Pagrus auratus","Australasian snapper","Teleost","Benthopelagic","Nelson, South Island, NZ",8,"Flikac, T., Cook, D. G., & Davison, W. (2020). The effect of temperature and meal size on the aerobic scope and specific dynamic action of two temperate New Zealand finfish Chrysophrys auratus and Aldrichetta forsteri.ÊJournal of Comparative Physiology B,Ê190(2), 169-183.",100,17,0.231728779799622,3,65,17.2208158198723,0.90528284548891,"Both","MMR"
"Pleuronectidae","Pleuronectes platessa","Plaice","Teleost","Benthic","North Sea, off Aberdeen",5,"Priede, I. G., and Holliday, F. G. T. (1980) The us of a new tilting tunnel respirometer to investigate some aspects of metabolism and swimming activity of the plaice (Pleuronectes platessa L.). Journal of Experimental Biology 85, 295-309",281.16,15,0.1982178,2.9,28,3.73365884598347,0.369287502255818,"Both","MMR"
"Gadidae","Pollachius virens","Saithe","Teleost","Pelagic","Somewhere around Scotland, UK",10,"Tytler (1977), The influence of swimming on performance on the metabolic rate of gadoid fish in: FISH, O. G. (2013, October). Peter Tytler. In Physiology and Behaviour of Marine Organisms: Proceedings of the 12th European Symposium on Marine Biology, Stirling, Scotland, September 1977 (p. 83). Elsevier.",151.8,10,0.3507845,4.6,25,151.993716652621,0.650271661190961,"BigN","MMR"
"Gadidae","Pollachius virens","Saithe","Teleost","Pelagic","Northern Oresund, Helsingor",8,"Steinhausen, M. F., Steffensen, J. F., & Andersen, N. G. (2005). Tail beat frequency as a predictor of swimming speed and oxygen consumption of saithe (Pollachius virens) and whiting (Merlangius merlangus) during forced swimming.ÊMarine Biology,Ê148, 197-204.",485,10,0.598178791666667,4.6,25,151.993716652621,0.650271661190961,"MeanT","MMR"
"Pomatomidae","Pomatomus saltatrix","Bluefish","Teleost","Pelagic","Mid-Atlantic waters, USA",NA,"Freadman, M. A. (1981). Swimming energetics of striped bass (Morone saxatilis) and bluefish (Pomatomus saltatrix): hydrodynamic correlates of locomotion and gill ventilation.ÊJournal of Experimental Biology,Ê90(1), 253-265.",221.1,15,0.5815075,1,15,1.39818401368535,0.386985906847656,"Both","MMR"
"Pleuronectidae","Pseudopleuronectes americanus","Winter flounder","Teleost","Benthic","Passamoquody Bay",5,"Pagnotta, A., & Milligan, C. L. (1991). The role of blood glucose in the restoration of muscle glycogen during recovery from exhaustive exercise in rainbow trout (Oncorhynchus mykiss) and winter flounder (Pseudopleuronectes americanus).ÊJournal of Experimental Biology,Ê161(1), 489-508.",325,8,0.0771997059166667,3.3,16,9.96609387584566,0.120470046377848,"Both","MMR"
"Rachycentridae","Rachycentron canadum","Cobia","Teleost","Pelagic","University of Miami hatchery",8,"Nelson, D., Stieglitz, J. D., Cox, G. K., Heuer, R. M., Benetti, D. D., Grosell, M., & Crossley II, D. A. (2017). Cardio-respiratory function during exercise in the cobia, Rachycentron canadum: The impact of crude oil exposure.ÊComparative Biochemistry and Physiology Part C: Toxicology & Pharmacology,Ê201, 58-65.",382.94,25,1.525345755,2,11,45.101609071646,0.920934074713849,"Both","MMR"
"Pleuronectidae","Reinhardtius hippoglossoides","Greenland halibut","Teleost","Benthopelagic","St Lawrence Estuary, Canada",12,"Dupont-Prinet, A., Vagner, M., Chabot, D., & Audet, C. (2013). Impact of hypoxia on the metabolism of Greenland halibut (Reinhardtius hippoglossoides).ÊCanadian Journal of Fisheries and Aquatic Sciences,Ê70(3), 461-469.",80,5,0.039433,12.5,33,716.399279465416,0.20773157116676,"Both","MMR"
"Rajidae","Rostroraja eglanteria","Clearnose skate","Elasmo","Benthic","mid-Atlantic estuaries, eastern shore of Virginia",18,"Schwieterman, G. D., Crear, D. P., Anderson, B. N., Lavoie, D. R., Sulikowski, J. A., Bushnell, P. G., & Brill, R. W. (2019). Combined effects of acute temperature change and elevated p CO2 on the metabolic rates and hypoxia tolerances of clearnose skate (Rostaraja eglanteria), summer flounder (Paralichthys dentatus), and thorny skate (Amblyraja radiata).ÊBiology,Ê8(3), 56.",1289.69444444444,20,0.810138233628009,5,8,15.25,0.531295223140556,"Both","MMR"
"Clupeidae","Sardinops sagax","Pacific sardine","Teleost","Pelagic","off coast of Peru, possibly near IMARPE (Callao, central Peru)",NA,"Villavicencio, Z., Lazo, F., & Contreras, G. (1981). Estudio del metabolismo estandar, requerimiento total de energia y actividad en juveniles de sardina (Sardinops sagax).",3.2,15,0.0104985671822222,2,10,11.0657949502161,0.731001530273461,"Both","MMR"
"Scombridae","Scomber japonicus","Japanese amberjack","Teleost","Pelagic","Dana Point Harbor, southern California",NA,"Sepulveda, C. H. U. G. E. Y., & Dickson, K. A. (2000). Maximum sustainable speeds and cost of swimming in juvenile kawakawa tuna (Euthynnus affinis) and chub mackerel (Scomber japonicus). Journal of Experimental Biology, 203(20), 3089-3101.",1000,24,3.88846666666667,2,11,20.7649084691963,0.882490388765889,"Both","MMR"
"Scombridae","Scomber scombrus","Amberjack","Teleost","Pelagic",NA,NA,"Killen unpublished data (in Killen et al 2017)",1150,17,2.1400275,2,23,1.23445633862007,0.281714432772858,"Both","MMR"
"Scophthalmidae","Scophthalmus maximus","Turbot","Teleost","Benthic","Farm in Noirmoutier Island, France",NA,"Mallekh, R. & Lagardre, J. P. (2002). Effect of temperature and dissolved oxygen concentration on the metabolic rate of the turbot and the relationship between metabolic scope and feeding demand. Journal of Fish Biology 60, 1105â1115. doi: 10.1006/jfbi.2002.1919",450,14,0.31143375,2,17,138.336034290167,0.3304774591437,"Both","MMR"
"Scyliorhinidae","Scyliorhinus canicula","Spotted catshark","Elasmo","Benthic","Kristineberg, Sweden",6,"Green, L., & Jutfelt, F. (2014). Elevated carbon dioxide alters the plasma composition and behaviour of a shark.ÊBiology letters,Ê10(9), 20140538.",355.75,12.7,0.234045195,7,12,22.75,0.460906915915813,"Both","MMR"
"Sebastidae","Sebastes melanops","Black rockcod","Teleost","Benthopelagic","Trinidad Bay, California",5,"Flannery, C. H. (2018). The effects of ocean acidification and reduced oxygen on the behavior and physiology of juvenile rockfish.",6,12,0.00474136,7,50,110.561481027974,0.553409987580329,"Both","MMR"
"Soleidae","Solea solea","Common sole","Teleost","Benthic","Gironde estuary, France",8,"Lefranois, C. and Claireaux, G. (2003) Influence of ambient oxygenation and temperature on metabolic scope and scope for heart rate in the common sole Solea solea. Marine Ecology Progress Series 259, 271-285",150,16,0.08313125,3,26,4.04591652827061,0.285558705103503,"Both","MMR"
"Sphyrnidae","Sphyrna lewini","Scalloped hammerhead","Elasmo","Pelagic","Kaneohe Bay, Hawaii",9,"Lowe, C. G. (2001). Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology 139, 447-453. ",690.1176471,26,1.35418335302197,5.8,18.6,11,0.477554538731363,"Both","MMR"
"Squalidae","Squalus acanthias","Spiny dogfish","Elasmo","Benthopelagic","Long Beach Island, New Jersey",23,"Andres, A. M. (2022).ÊThe Effects of Temperature and Oxygen Availability on Aerobic Performance in Three Coastal Shark Species; Squalus acanthias, Carcharhinus limbatus, and Carcharhinus leucasÊ(Doctoral dissertation, University of South Florida).",2400,21,1.38025436111104,9.1,40,1.125,0.159589731279543,"BigN","MMR"
"Squalidae","Squalus acanthias","Spiny dogfish","Elasmo","Benthopelagic","Long Beach Island, New Jersey",21,"Andres, A. M. (2022).ÊThe Effects of Temperature and Oxygen Availability on Aerobic Performance in Three Coastal Shark Species; Squalus acanthias, Carcharhinus limbatus, and Carcharhinus leucasÊ(Doctoral dissertation, University of South Florida).",2400,17,0.966201661297146,9.1,40,1.125,0.159589731279543,"MeanT","MMR"
"Squalidae","Squalus suckleyi","Spiny dogfish","Elasmo","Benthopelagic","Northumberland Channel, BC",5,"Brett, J. R. and Blackburn, J. M. (1978). Metabolic rate and energy expenditure of the spiny dogfish, Squalus acanthias. J. Fish. Res. Board Can. 35, 816-821.",1854,10,0.6419166,35.5,80,1.63,0.0672989670965966,"Both","MMR"
"Scombridae","Thunnus albacares","Yellowfin tuna","Teleost","Pelagic","Hawaii",12,"Dewar, H., & Graham, J. B. (1994). Studies of tropical tuna swimming performance in a large water tunnel: I. Energetics.ÊJournal of Experimental Biology,Ê192(1), 13-31.",2170,27.5,10.1140083333333,1,9.7,4.95795311165511,0.750451715812365,"Both","MMR"
"Carangidae","Trachurus trachurus","Atlantic horse mackerel","Teleost","Pelagic","Northwest Shetland",56,"Wardle, C. S., Soofiani, N. M., O'Neill, F. G., Glass, C. W., & Johnstone, A. D. F. (1996). Measurements of aerobic metabolism of a school of horse mackerel at different swimming speeds.ÊJournal of fish biology,Ê49(5), 854-862.",359.6,12.1,0.645527249666667,2.5,40,1.18384382579466,0.222544069528646,"Both","MMR"
"Triakidae","Triakis semifasciata","Leopard shark","Elasmo","Benthopelagic","California",NA,"Scharold, J., Lai, N. C., Lowell, W. R., & Graham, J. B. (1989). Metabolic rate, heart rate, and tailbeat frequency during sustained swimming in the leopard shark Triakis semifasciata.ÊExperimental biology,Ê48(4), 223-230.",4000,16,2.61633333333333,10,25,9.35,0.289261637926501,"Both","MMR"
"Rajidae","Amblyraja radiata","Thorny skate","Elasmo","Benthic","Gulf of Maine",15,"Schwieterman, G. D., Crear, D. P., Anderson, B. N., Lavoie, D. R., Sulikowski, J. A., Bushnell, P. G., & Brill, R. W. (2019). Combined effects of acute temperature change and elevated p CO2 on the metabolic rates and hypoxia tolerances of clearnose skate (Rostaraja eglanteria), summer flounder (Paralichthys dentatus), and thorny skate (Amblyraja radiata).ÊBiology,Ê8(3), 56.",1439.33333333333,5,0.139744302414178,11,28,7.5,0.253487417475029,"BigN","AS"
"Rajidae","Amblyraja radiata","Thorny skate","Elasmo","Benthic","Gulf of Maine",8,"Schwieterman, G. D., Crear, D. P., Anderson, B. N., Lavoie, D. R., Sulikowski, J. A., Bushnell, P. G., & Brill, R. W. (2019). Combined effects of acute temperature change and elevated p CO2 on the metabolic rates and hypoxia tolerances of clearnose skate (Rostaraja eglanteria), summer flounder (Paralichthys dentatus), and thorny skate (Amblyraja radiata).ÊBiology,Ê8(3), 56.",1322.5,13,0.103040529079458,11,28,7.5,0.253487417475029,"MeanT","AS"
"Ammodytidae","Ammodytes tobianus","Lesser sand-eel","Teleost","Benthic","HelsingÃ¸r",7,"Behrens, J. W. and Steffensen, J. F. (2007) The effect of hypoxia on behavioural and physiological aspects of lesser sandeel, Ammodytes tobianus (Linnaeus, 1785). Marine Biology 150: 1365-1377",3.4,10,0.00550511,1,7,24.1166611920648,2.24938025162531,"Both","AS"
"Anoplopomatidae","Anoplopoma fimbria","Sablefish","Teleost","Pelagic","west coast of Vancouver Island",5,"Furnell, D. J. (1987). Partitioning of locomotor and feeding metabolism in sablefish (Anoplopoma fimbria).ÊCanadian journal of zoology,Ê65(3), 486-489.",993,8.5,2.0970836,4,92,3.63908306494826,0.473253628115845,"Both","AS"
"Carcharhinidae","Carcharhinus leucas","Bull shark","Elasmo","Pelagic","Alafia River, Florida",6,"Andres, A. M. (2022).ÊThe Effects of Temperature and Oxygen Availability on Aerobic Performance in Three Coastal Shark Species; Squalus acanthias, Carcharhinus limbatus, and Carcharhinus leucasÊ(Doctoral dissertation, University of South Florida).",2750,29.63,3.82946208333333,9.5,27,2.25,0.190907874016428,"BigN","AS"
"Carcharhinidae","Carcharhinus leucas","Bull shark","Elasmo","Pelagic","Alafia River, Florida",4,"Andres, A. M. (2022).ÊThe Effects of Temperature and Oxygen Availability on Aerobic Performance in Three Coastal Shark Species; Squalus acanthias, Carcharhinus limbatus, and Carcharhinus leucasÊ(Doctoral dissertation, University of South Florida).",2810,21.91,2.5317819,9.5,27,2.25,0.190907874016428,"MeanT","AS"
"Carcharhinidae","Carcharhinus melanopterus","Blacktip reef shark","Elasmo","Benthopelagic","Moorea, French Polynesia",8,"Bouyoucos, I. A., Weideli, O. C., Planes, S., Simpfendorfer, C. A., & Rummer, J. L. (2018). Dead tired: evaluating the physiological status and survival of neonatal reef sharks under stress.ÊConservation physiology,Ê6(1), coy053.",1050,30,0.91289275,8.5,25,1,0.14078988953422,"Both","AS"
"Carcharhinidae","Carcharhinus plumbeus","Sandbar shark","Elasmo","Pelagic","mid-Atlantic estuaries, eastern shore of Virginia",14,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",5075,24,2.20224753827833,18,40,2.1,0.116185294945653,"Both","AS"
"Serranidae","Centropristis striata","Black sea bass","Teleost","Benthopelagic","northern stock, coast of New Jersey, USA (Sea Girt Reef and Sandy Hook)",14,"Slesinger, E., Andres, A., Young, R., Seibel, B., Saba, V., Phelan, B., ... & Saba, G. (2019). The effect of ocean warming on black sea bass (Centropristis striata) aerobic scope and hypoxia tolerance.ÊPLoS One,Ê14(6), e0218390.",328.9285714,29.64642857,0.395798144462522,2,15,13.8653404158325,0.728775581779795,"BigN","AS"
"Serranidae","Centropristis striata","Black sea bass","Teleost","Benthopelagic","northern stock, coast of New Jersey, USA (Sea Girt Reef and Sandy Hook)",10,"Slesinger, E., Andres, A., Young, R., Seibel, B., Saba, V., Phelan, B., ... & Saba, G. (2019). The effect of ocean warming on black sea bass (Centropristis striata) aerobic scope and hypoxia tolerance.ÊPLoS One,Ê14(6), e0218390.",349.845,13.1445,0.32927495945875,2,15,13.8653404158325,0.728775581779795,"MeanT","AS"
"Moronidae","Dicentrarchus labrax","European bass","Teleost","Pelagic","Ã®le de RÃ© (Charente Maritime, France)",19,"Chatelier, A., McKenzie, D. J., & Claireaux, G. (2005). Effects of changes in water salinity upon exercise and cardiac performance in the European seabass (Dicentrarchus labrax).ÊMarine Biology,Ê147(4), 855-862.",514,14,0.569726166666667,5.5,30,7.5047021174903,0.135111749311967,"Both","AS"
"Engraulidae","Engraulis ringens","Peruvian anchovetta","Teleost","Pelagic","",NA,"Villavicencio, R. (1981). Investigacin preliminar de los requerimientos energticos de anchoveta adulta (metabolismo estndar y actividad).",12.6,15,0.0420825848333333,0.5,3,68.6807511188851,1.71781992605084,"Both","AS"
"Gadidae","Gadus macrocephalus","Pacific cod","Teleost","Benthopelagic","Kodiak Island, Gulf of Alaska",8,"Hanna, S. K., Haukenes, A. H., Foy, R. J., & Buck, C. L. (2008). Temperature effects on metabolic rate, swimming performance and condition of Pacific cod Gadus macrocephalus Tilesius.ÊJournal of Fish Biology,Ê72(4), 1068-1078.",1500,11,0.811794989396279,4.4,25,104.236628079937,0.584832624875259,"Both","AS"
"Gadidae","Gadus morhua","Atlantic cod","Teleost","Benthopelagic","Oresund, Helsingor",12,"Schurmann, H., & Steffensen, J. F. (1997). Effects of temperature, hypoxia and activity on the metabolism of juvenile Atlantic cod.ÊJournal of fish biology,Ê50(6), 1166-1180.",371.1,10,0.239823375,2.9,15,350.864044834248,0.917509351721204,"BigN","AS"
"Gadidae","Gadus morhua","Atlantic cod","Teleost","Benthopelagic","Oresund, Helsingor",11,"Schurmann, H., & Steffensen, J. F. (1997). Effects of temperature, hypoxia and activity on the metabolism of juvenile Atlantic cod.ÊJournal of fish biology,Ê50(6), 1166-1180.",298.4,15,0.247654593333333,2.9,15,350.864044834248,0.917509351721204,"MeanT","AS"
"Hemiscylliidae","Hemiscyllium ocellatum","Epaulette shark","Elasmo","Benthic","GBR (but hatched and held in MA, USA)",14,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",20.0357142857143,27,0.00748387242790143,4,8,10,0.571428261078155,"Both","AS"
"Heterodontidae","Heterodontus francisci","Horn shark","Elasmo","Benthic","La Jolla, California",19,"From pers. comm. by T. Prinzing; Prinzing, T. S., Bigman, J. S., Skelton, Z. R., Dulvy, N. K., & Wegner, N. C. (2023). The allometric scaling of oxygen supply and demand in the California horn shark, Heterodontus francisci.ÊJournal of Experimental Biology,Ê226(15).",1746.61578947368,18,1.46526210526316,5,22,7,0.484793285371664,"Both","AS"
"Heterodontidae","Heterodontus portusjacksoni","Portjackson shark","Elasmo","Benthic","Jervis bay NSW",16,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",82.40625,20.6,0.0506575459447656,12.5,33,8,0.235347955699171,"BigN","AS"
"Heterodontidae","Heterodontus portusjacksoni","Portjackson shark","Elasmo","Benthic","Jervis bay NSW",13,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",89.8615384615385,17.6,0.0471330221214808,12.5,33,8,0.235347955699171,"MeanT","AS"
"Lamnidae","Isurus oxyrinchus","Mako shark","Elasmo","Pelagic","Southern California, USA ",NA,"Sepulveda, C. A., Graham, J. B., & Bernal, D. (2007). Aerobic metabolic rates of swimming juvenile mako sharks, Isurus oxyrinchus.ÊMarine Biology,Ê152, 1087-1094.",4900,23,8.002925,11,31,3,0.192516801635039,"Both","AS"
"Scombridae","Katsuwonus pelamis","Skipjack tuna","Teleost","Pelagic","Kewalo Research Facility, Hawaii",18,"Dewar, H., & Graham, J. B. (1994). Studies of tropical tuna swimming performance in a large water tunnel: I. Energetics.ÊJournal of Experimental Biology,Ê192(1), 13-31.",1700,27.5,12.5509583333333,1,12,5.28394128430019,1.31217988143934,"Both","AS"
"Rajidae","Leucoraja erinacea","Little skate","Elasmo","Benthic","Gulf of Maine",7,"Di Santo, V. (2016). Intraspecific variation in physiological performance of a benthic elasmobranch challenged by ocean acidification and warming.ÊJournal of Experimental Biology,Ê219(11), 1725-1733.",26.1428571428571,20,0.0147938095238095,9.5,18,23,0.366249111181448,"BigN","AS"
"Rajidae","Leucoraja erinacea","Little skate","Elasmo","Benthic","Gulf of Maine",7,"Di Santo, V. (2016). Intraspecific variation in physiological performance of a benthic elasmobranch challenged by ocean acidification and warming.ÊJournal of Experimental Biology,Ê219(11), 1725-1733.",25.5714285714286,15,0.0225096428571429,9.5,18,23,0.366249111181448,"MeanT","AS"
"Osmeridae","Mallotus villosus","Capelin","Teleost","Pelagic","Barents Sea",NA,"Behrens, J. W., Pr¾bel, K., & Steffensen, J. F. (2006). Swimming energetics of the Barents Sea capelin (Mallotus villosus) during the spawning migration period.ÊJournal of Experimental Marine Biology and Ecology,Ê331(2), 208-216.",26.83,5,0.04694109725,2.5,6,1506.72560798372,1.41852453493428,"Both","AS"
"Gadidae","Melanogrammus aeglefinus","Haddock","Teleost","Benthopelagic","Somewhere around Scotland, UK",5,"Tytler, P. (1969). Relationship between oxygen consumption and swimming speed in the haddock, Melanogrammus aeglefinus.ÊNature,Ê221(5177), 274-275.",155.9,10,0.137997483333333,2.5,15,245.148561254285,1.5447425463445,"Both","AS"
"Gadidae","Merlangius merlangus","Whiting","Teleost","Benthopelagic","Northern Oresund, Helsingor",8,"Steinhausen, M. F., Steffensen, J. F., & Andersen, N. G. (2005). Tail beat frequency as a predictor of swimming speed and oxygen consumption of saithe (Pollachius virens) and whiting (Merlangius merlangus) during forced swimming.ÊMarine Biology,Ê148, 197-204.",297,10,0.0991089,2,15,123.409453555582,1.16989703121347,"Both","AS"
"Sciaenidae","Micropogonias undulatus","Atlantic croaker","Teleost","Benthopelagic","Virginia",15,"Horodysky, A. Z., Brill, R. W., Bushnell, P. G., Musick, J. A., and Latour, R. J. (2011) Comparative metabolic rates of common western North Atlantic Ocean sciaenid fishes. Journal of Fish Biology 79, 235-255",274,25,0.811206683333333,1,17,2.63139932149393,0.95977916607253,"Both","AS"
"Moronidae","Morone saxatilis","Striped bass","Teleost","Benthopelagic","Cheasapeake Bay",16,"Lapointe, D., Vogelbein, W. K., Fabrizio, M. C., Gauthier, D. T., & Brill, R. W. (2014). Temperature, hypoxia, and mycobacteriosis: effects on adult striped bass Morone saxatilis metabolic performance.ÊDiseases of aquatic organisms,Ê108(2), 113-127.",1300,20,1.01507106190091,5.3,21,168.113962600677,0.562422547756674,"Both","AS"
"Serranidae","Mycteroperca microlepis","Gag grouper","Teleost","Benthic","Eastern Gulf of Mexico",13,"Kline, R. J. (2004).ÊMETABOLIC RATE OF THE GAG GROUPERÊ(Doctoral dissertation, University of Florida).",1943,30,2.11030540641164,3,30,4.72143361707247,0.34501951674536,"BigN","AS"
"Serranidae","Mycteroperca microlepis","Gag grouper","Teleost","Benthic","Eastern Gulf of Mexico",13,"Kline, R. J. (2004).ÊMETABOLIC RATE OF THE GAG GROUPERÊ(Doctoral dissertation, University of Florida).",1900,15,0.920382826007824,3,30,4.72143361707247,0.34501951674536,"MeanT","AS"
"Carcharhinidae","Negaprion brevirostris","Lemon shark","Elasmo","Pelagic","Cape Eleuthera, The Bahamas",NA,"Bouyoucos, I. A., Montgomery, D. W., Brownscombe, J. W., Cooke, S. J., Suski, C. D., Mandelman, J. W., & Brooks, E. J. (2017). Swimming speeds and metabolic rates of semi-captive juvenile lemon sharks (Negaprion brevirostris, Poey) estimated with acceleration biologgers.ÊJournal of Experimental Marine Biology and Ecology,Ê486, 245-254.",1385,29.7,1.31725157083333,12.7,37,2,0.151797972475082,"Both","AS"
"Salmonidae","Oncorhynchus gorbuscha","Pink salmon","Teleost","Pelagic","Harrison river",7,"Clark, T. D., Jeffries, K. M., Hinch, S. G., & Farrell, A. P. (2011). Exceptional aerobic scope and cardiovascular performance of pink salmon (Oncorhynchus gorbuscha) may underlie resilience in a warming climate. The Journal of Experimental Biology, 214(18), 3074-3081.",1600,15,5.43555,2,3,223.06625670706,1.03421106681648,"Both","AS"
"Salmonidae","Oncorhynchus nerka","Sockeye salmon","Teleost","Pelagic","(Lower) Adams River Stock",15,"Steinhausen, M. F., Sandblom, E., Eliason, E. J., Verhille, C., & Farrell, A. P. (2008). The effect of acute temperature increases on the cardiorespiratory performance of resting and swimming sockeye salmon (Oncorhynchus nerka).ÊJournal of Experimental Biology,Ê211(24), 3915-3926.",2550,15,5.91629791599,4,5,1526.46979920507,0.85252476725294,"Both","AS"
"Sparidae","Pagrus auratus","Australasian snapper","Teleost","Benthopelagic","Nelson, South Island, NZ",8,"Flikac, T., Cook, D. G., & Davison, W. (2020). The effect of temperature and meal size on the aerobic scope and specific dynamic action of two temperate New Zealand finfish Chrysophrys auratus and Aldrichetta forsteri.ÊJournal of Comparative Physiology B,Ê190(2), 169-183.",100,17,0.1385768,3,65,17.2208158198723,0.90528284548891,"Both","AS"
"Pleuronectidae","Pleuronectes platessa","Plaice","Teleost","Benthic","North Sea, off Aberdeen",5,"Priede, I. G., and Holliday, F. G. T. (1980) The us of a new tilting tunnel respirometer to investigate some aspects of metabolism and swimming activity of the plaice (Pleuronectes platessa L.). Journal of Experimental Biology 85, 295-309",281.16,15,0.1421551989,2.9,28,3.73365884598347,0.369287502255818,"Both","AS"
