"scientific_name","family","common_name","teleost_or_elasmo","mr_raw_mg_per_kg_per_h","mr_raw_data_or_mean","body_mass_in_grams","mass_raw_data_or_mean","trophic_position","tro_standard_error"
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",120.5218507,"Raw",5690,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",171.2532268,"Raw",7760,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",186.3984441,"Raw",3310,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",118.6887618,"Raw",4220,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",231.1794021,"Raw",3980,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",110.7133332,"Raw",2560,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",91.7662866,"Raw",6810,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",91.7662866,"Raw",6810,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",163.0917505,"Raw",6840,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",90.8597957,"Raw",7300,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",255.5815952,"Raw",2660,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",122.6875439,"Raw",5090,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",136.5883098,"Raw",5460,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",302.6681092,"Raw",5690,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",58.0218925,"Raw",7760,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",199.3023817,"Raw",3310,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",167.1618294,"Raw",4220,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",95.0010263,"Raw",3980,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",214.8038192,"Raw",6810,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",70.558691,"Raw",6840,"Raw",4.5,NA
"Carcharhinus plumbeus","Carcharhinidae","Sandbar shark","Elasmo",266.017841,"Raw",2600,"Raw",4.5,NA
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",136.42029,"Raw",88.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",167.85225,"Raw",83,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",184.90541,"Raw",83.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",133.53577,"Raw",73,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",165.3235,"Raw",74,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",126.6084,"Raw",85.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",156.68771,"Raw",79.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",161.97023,"Raw",56.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",154.04283,"Raw",92.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",108.05115,"Raw",91.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",112.75473,"Raw",98.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",155.17413,"Raw",83,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",147.8135,"Raw",86.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",169.23717,"Raw",75.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",171.61822,"Raw",83,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",273.99821,"Raw",84.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",223.77918,"Raw",74.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",265.04737,"Raw",66.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",249.53283,"Raw",65.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",162.75885,"Raw",63.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",261.09251,"Raw",69.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",273.93733,"Raw",54.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",240.0162,"Raw",84,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",177.26498,"Raw",53.2,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",208.92633,"Raw",62.4,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",296.19037,"Raw",56.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",190.08775,"Raw",79.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",116.83376,"Raw",116,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",140.63379,"Raw",105.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",147.62586,"Raw",90.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",167.23296,"Raw",80,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",147.29366,"Raw",95.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",132.9054,"Raw",74,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",114.06203,"Raw",62,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",129.1201,"Raw",81.5,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",83.91812,"Raw",115,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",148.97354,"Raw",55.2,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",55.51535,"Raw",98,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",161.48571,"Raw",105,"Raw",3.4,0.48
"Heterodontus portusjacksoni","Heterodontidae","Portjackson shark","Elasmo",217.17841,"Raw",90,"Raw",3.4,0.48
